Score,System
0,GitSum
0,GitSum
0.125,GitSum
0.1818181818,GitSum
0.6,GitSum
0.7058823529,GitSum
0.2857142857,GitSum
0,GitSum
0,GitSum
0.6363636364,GitSum
0.4,GitSum
1,GitSum
0,GitSum
0.1111111111,GitSum
0.1818181818,GitSum
0,GitSum
0,GitSum
0.2222222222,GitSum
0.7142857143,GitSum
0,GitSum
0,GitSum
0.1904761905,GitSum
0,GitSum
0,GitSum
0.2,GitSum
0,GitSum
0.6153846154,GitSum
0,GitSum
1,GitSum
0.8421052632,GitSum
0,GitSum
0.75,GitSum
0,GitSum
0.243902439,GitSum
0.7,GitSum
0,GitSum
0.6666666667,GitSum
0,GitSum
0.2857142857,GitSum
0.7619047619,GitSum
0,GitSum
0.56,GitSum
0.2222222222,GitSum
0.4444444444,GitSum
0.9333333333,GitSum
0,GitSum
0,GitSum
0.09523809524,GitSum
0.2857142857,GitSum
0,GitSum
0,GitSum
0,GitSum
0,GitSum
0,GitSum
0,GitSum
0.6666666667,GitSum
1,GitSum
0.7777777778,GitSum
0,GitSum
0.1176470588,GitSum
0,GitSum
0.09756097561,GitSum
0.9,GitSum
0.3076923077,GitSum
0.25,GitSum
0,GitSum
0,GitSum
0,GitSum
0.3333333333,GitSum
0,GitSum
0,GitSum
0.5,GitSum
1,GitSum
0.2105263158,GitSum
0.1333333333,GitSum
1,GitSum
0.5714285714,GitSum
0.1176470588,GitSum
0.7027027027,GitSum
0.1481481481,GitSum
0.1,GitSum
0,GitSum
1,GitSum
0,GitSum
0.1666666667,GitSum
0.75,GitSum
0.2857142857,GitSum
0,GitSum
0.2857142857,GitSum
1,GitSum
0,GitSum
1,GitSum
0.16,GitSum
0.2857142857,GitSum
0,GitSum
0,GitSum
0.5714285714,GitSum
0,GitSum
1,GitSum
0,GitSum
0.1739130435,GitSum
0,GitSum
0.5,GitSum
0.1818181818,GitSum
1,GitSum
0.3333333333,GitSum
0.6923076923,GitSum
0,GitSum
0,GitSum
0.1333333333,GitSum
0,GitSum
0.1818181818,GitSum
0,GitSum
0,GitSum
0,GitSum
0,GitSum
0.3,GitSum
0.8888888889,GitSum
1,GitSum
1,GitSum
0.07407407407,GitSum
0,GitSum
0.1818181818,GitSum
0,GitSum
0,GitSum
0.8333333333,GitSum
0,GitSum
0.5625,GitSum
0.5882352941,GitSum
0.347826087,GitSum
0.1428571429,GitSum
0,GitSum
0.4666666667,GitSum
0.1333333333,GitSum
0.32,GitSum
0,GitSum
0,GitSum
0.5555555556,GitSum
0.3,GitSum
0,GitSum
0,GitSum
0,GitSum
0.7272727273,GitSum
1,GitSum
0.6206896552,GitSum
0.380952381,GitSum
0.6,GitSum
0,GitSum
0.3529411765,GitSum
0.25,GitSum
0,GitSum
0,GitSum
0,GitSum
0,GitSum
0,GitSum
0.1666666667,GitSum
0,GitSum
0,GitSum
0.5,GitSum
0.6666666667,GitSum
0.48,GitSum
1,GitSum
0.4705882353,GitSum
0,GitSum
0,GitSum
0,GitSum
0.8,GitSum
0,GitSum
0,GitSum
0,GitSum
0.8695652174,GitSum
0,GitSum
0.88,GitSum
0,GitSum
0.5263157895,GitSum
0.6666666667,GitSum
1,GitSum
0,GitSum
0,GitSum
0.6428571429,GitSum
1,GitSum
0.6,GitSum
0,GitSum
0,GitSum
0,GitSum
0.125,GitSum
0,GitSum
0.0625,GitSum
0,GitSum
0.1666666667,GitSum
0,GitSum
0.1052631579,GitSum
0.1111111111,GitSum
0.6666666667,GitSum
0.3636363636,GitSum
0,GitSum
0.1538461538,GitSum
0.4,GitSum
0.3636363636,GitSum
0.1818181818,GitSum
0,GitSum
0.6666666667,GitSum
0.24,GitSum
0.2857142857,GitSum
0.48,GitSum
0,GitSum
0.1454545455,GitSum
0,GitSum
0.06451612903,GitSum
0,GitSum
0.7368421053,GitSum
0,GitSum
0.6666666667,GitSum
0,GitSum
0.3125,GitSum
0.125,GitSum
0.5882352941,GitSum
0.5454545455,GitSum
1,GitSum
0.5,GitSum
0.2857142857,GitSum
0.7142857143,GitSum
0,GitSum
0,GitSum
0.1333333333,GitSum
0,GitSum
0.7272727273,GitSum
0.303030303,GitSum
0,GitSum
1,GitSum
0.2222222222,GitSum
0.0625,GitSum
0.1428571429,GitSum
0.4210526316,GitSum
0.9032258065,GitSum
0,GitSum
1,GitSum
0,GitSum
0.2666666667,GitSum
0,GitSum
0.1818181818,GitSum
0.170212766,GitSum
0.5714285714,GitSum
0.2,GitSum
0.2105263158,GitSum
0.3076923077,GitSum
0.2222222222,GitSum
0.25,GitSum
0.2068965517,GitSum
0,GitSum
0.88,GitSum
0.2352941176,GitSum
0.2857142857,GitSum
0.3636363636,GitSum
0,GitSum
0.09090909091,GitSum
0,GitSum
0.1153846154,GitSum
0,GitSum
0.1111111111,GitSum
0.25,GitSum
0.1666666667,GitSum
0,GitSum
0.56,GitSum
0,GitSum
0.1739130435,GitSum
0,GitSum
0,GitSum
0.1904761905,GitSum
0,GitSum
0.5,GitSum
0.6,GitSum
0.75,GitSum
0.5714285714,GitSum
0.4444444444,GitSum
0.5714285714,GitSum
0.8333333333,GitSum
0.1428571429,GitSum
0.4,GitSum
0.07692307692,GitSum
0,GitSum
0,GitSum
0,GitSum
0.1111111111,GitSum
1,GitSum
0,GitSum
0,GitSum
0.1333333333,GitSum
0.4545454545,GitSum
0,GitSum
0.06896551724,GitSum
1,GitSum
0.8571428571,GitSum
0,GitSum
0.9090909091,GitSum
0,GitSum
0.2,GitSum
0,GitSum
0,GitSum
0.2432432432,GitSum
0,GitSum
0.6666666667,GitSum
0.2105263158,GitSum
0,GitSum
0,GitSum
0.2222222222,GitSum
0,GitSum
0,GitSum
0,GitSum
0,GitSum
0.8,GitSum
0.6666666667,GitSum
0.5882352941,GitSum
0,GitSum
0,GitSum
0,GitSum
0,GitSum
0.5333333333,GitSum
0.4,GitSum
0,GitSum
0,GitSum
1,GitSum
0.2352941176,GitSum
0.2,GitSum
0,GitSum
0,GitSum
0.2181818182,GitSum
0,GitSum
0.1538461538,GitSum
0.09090909091,GitSum
0.5882352941,GitSum
0,GitSum
0,GitSum
0.04761904762,GitSum
0,GitSum
0.7619047619,GitSum
0,GitSum
0,GitSum
0,GitSum
0,GitSum
1,GitSum
0.09523809524,GitSum
0,GitSum
0.5185185185,GitSum
0,GitSum
0.6315789474,GitSum
0,GitSum
0.8888888889,GitSum
0,GitSum
1,GitSum
0,GitSum
1,GitSum
0,GitSum
0,GitSum
0.1052631579,GitSum
0.9411764706,GitSum
0,GitSum
0.2857142857,GitSum
0.32,GitSum
0.25,GitSum
0.6363636364,GitSum
0.6153846154,GitSum
0.03174603175,GitSum
0.1052631579,GitSum
0.3529411765,GitSum
0,GitSum
0.1333333333,GitSum
0,GitSum
0.1764705882,GitSum
0.25,GitSum
0.1176470588,GitSum
0.2,GitSum
0,GitSum
0,GitSum
0.8,GitSum
0.625,GitSum
0,GitSum
0,GitSum
0,GitSum
0.3157894737,GitSum
0.1666666667,GitSum
0.375,GitSum
0.07407407407,GitSum
0.1176470588,GitSum
0.6666666667,GitSum
1,GitSum
0.1818181818,GitSum
0.3636363636,GitSum
0.6666666667,GitSum
0.4,GitSum
0.05555555556,GitSum
0.1428571429,GitSum
1,GitSum
0.4210526316,GitSum
0.1538461538,GitSum
0.1904761905,GitSum
0,GitSum
0,GitSum
0.1052631579,GitSum
0,GitSum
0,GitSum
0,GitSum
0.6,GitSum
0,GitSum
0,GitSum
0,GitSum
0.2,GitSum
0,GitSum
0.8571428571,GitSum
0,GitSum
0.4444444444,GitSum
0,GitSum
0.6470588235,GitSum
0.8,GitSum
0.05882352941,GitSum
0,GitSum
0.4210526316,GitSum
0.1538461538,GitSum
0.4,GitSum
0,GitSum
0.1666666667,GitSum
0.08695652174,GitSum
0.5714285714,GitSum
1,GitSum
0,GitSum
0.25,GitSum
0.7142857143,GitSum
0,GitSum
0.1666666667,GitSum
0.8888888889,GitSum
0.125,GitSum
0,GitSum
1,GitSum
0,GitSum
0,GitSum
0,GitSum
0,GitSum
0.5333333333,GitSum
0.7368421053,GitSum
0.32,GitSum
0,GitSum
0,GitSum
0.6363636364,GitSum
0,GitSum
0.2,GitSum
0.5333333333,GitSum
0,GitSum
0,GitSum
0.5,GitSum
0,GitSum
0,GitSum
0,GitSum
0.8888888889,GitSum
0,GitSum
0.8421052632,GitSum
0.6086956522,GitSum
0.1052631579,GitSum
0,GitSum
0,GitSum
0.4,GitSum
0.05,GitSum
0,GitSum
0.1428571429,GitSum
0,GitSum
0.1428571429,GitSum
0.2666666667,GitSum
0.4285714286,GitSum
0.1764705882,GitSum
0.4444444444,GitSum
1,GitSum
0.03636363636,GitSum
0.24,GitSum
0.8571428571,GitSum
0,GitSum
0.2857142857,GitSum
0,GitSum
0.4705882353,GitSum
0.2857142857,GitSum
0.4,GitSum
1,GitSum
0.2307692308,GitSum
0,GitSum
0.6153846154,GitSum
0.4705882353,GitSum
0,GitSum
0.1,GitSum
0,GitSum
0.7692307692,GitSum
0.6363636364,GitSum
0,GitSum
0,GitSum
0,GitSum
0,GitSum
0.25,GitSum
0.6315789474,GitSum
0.3333333333,GitSum
0.2068965517,GitSum
0.2222222222,GitSum
0.6,GitSum
0,GitSum
0.6666666667,GitSum
1,GitSum
0.1111111111,GitSum
0.06666666667,GitSum
0,GitSum
0,GitSum
0.7272727273,GitSum
0,GitSum
0.1111111111,GitSum
0,GitSum
0.06060606061,GitSum
0.08333333333,GitSum
0,GitSum
0,GitSum
0.6,GitSum
0,GitSum
1,Metagente
0.8235294118,Metagente
0.9117647059,Metagente
0.3,Metagente
0.2352941176,Metagente
0.1666666667,Metagente
0.08,Metagente
0.2857142857,Metagente
0.3728813559,Metagente
1,Metagente
0,Metagente
0.2857142857,Metagente
0.1333333333,Metagente
0.5333333333,Metagente
0.9375,Metagente
0.2857142857,Metagente
0.5882352941,Metagente
0,Metagente
0.1111111111,Metagente
0.5454545455,Metagente
0.1666666667,Metagente
0.06451612903,Metagente
0.8888888889,Metagente
0.3157894737,Metagente
0.5555555556,Metagente
0.3333333333,Metagente
0.09090909091,Metagente
0,Metagente
0.1904761905,Metagente
0.08695652174,Metagente
0.1142857143,Metagente
0.4615384615,Metagente
0.2424242424,Metagente
0.07547169811,Metagente
0.375,Metagente
0.5,Metagente
0.6222222222,Metagente
0.4444444444,Metagente
0.5,Metagente
0.09523809524,Metagente
0.2222222222,Metagente
0.2222222222,Metagente
0,Metagente
0.0487804878,Metagente
0.2307692308,Metagente
0.170212766,Metagente
0.1034482759,Metagente
1,Metagente
0,Metagente
0.6153846154,Metagente
0.06896551724,Metagente
0.06896551724,Metagente
0.6666666667,Metagente
0.8333333333,Metagente
0.3333333333,Metagente
0.2352941176,Metagente
0.9090909091,Metagente
0.1538461538,Metagente
0.2,Metagente
0.08695652174,Metagente
0,Metagente
0.7142857143,Metagente
0.05882352941,Metagente
0,Metagente
0,Metagente
0.2222222222,Metagente
0.2222222222,Metagente
0.2857142857,Metagente
0.4615384615,Metagente
0.2,Metagente
0.2222222222,Metagente
0.05405405405,Metagente
0,Metagente
0.2727272727,Metagente
1,Metagente
1,Metagente
0.04347826087,Metagente
0.08333333333,Metagente
0.8363636364,Metagente
0.2068965517,Metagente
0,Metagente
0,Metagente
0,Metagente
0.0701754386,Metagente
1,Metagente
0.4444444444,Metagente
0.2727272727,Metagente
0.7272727273,Metagente
1,Metagente
0.4615384615,Metagente
0,Metagente
0.2857142857,Metagente
1,Metagente
0.07407407407,Metagente
0.1071428571,Metagente
0,Metagente
0,Metagente
0,Metagente
0.3,Metagente
0.1052631579,Metagente
0.4545454545,Metagente
0.2380952381,Metagente
0.09756097561,Metagente
0.25,Metagente
0,Metagente
0.1538461538,Metagente
0.1428571429,Metagente
0.8421052632,Metagente
0.3333333333,Metagente
1,Metagente
0.5,Metagente
0.1176470588,Metagente
0.04545454545,Metagente
0.3333333333,Metagente
0,Metagente
0.25,Metagente
1,Metagente
0,Metagente
0.380952381,Metagente
0.24,Metagente
0,Metagente
0.4117647059,Metagente
0.6666666667,Metagente
0.1666666667,Metagente
0,Metagente
1,Metagente
0,Metagente
1,Metagente
0,Metagente
0.7272727273,Metagente
0.2666666667,Metagente
0.6666666667,Metagente
1,Metagente
0.7407407407,Metagente
0.7272727273,Metagente
0.07142857143,Metagente
0.4516129032,Metagente
0.56,Metagente
1,Metagente
0.3157894737,Metagente
0,Metagente
0.2857142857,Metagente
0.2857142857,Metagente
0.32,Metagente
0.3333333333,Metagente
0.375,Metagente
0.32,Metagente
0.08695652174,Metagente
0.0487804878,Metagente
1,Metagente
0.1666666667,Metagente
1,Metagente
0,Metagente
0.1904761905,Metagente
0.06896551724,Metagente
0.4545454545,Metagente
0.3333333333,Metagente
0.4444444444,Metagente
0,Metagente
0,Metagente
0.8,Metagente
0,Metagente
0.1,Metagente
0,Metagente
1,Metagente
1,Metagente
0,Metagente
0.06451612903,Metagente
0.1333333333,Metagente
0.275862069,Metagente
0.9230769231,Metagente
0.1176470588,Metagente
0.09090909091,Metagente
0.4,Metagente
0,Metagente
0.2580645161,Metagente
0.05454545455,Metagente
0.9090909091,Metagente
1,Metagente
0.4375,Metagente
0.380952381,Metagente
0.8888888889,Metagente
0.9230769231,Metagente
1,Metagente
0,Metagente
0,Metagente
0,Metagente
0.8484848485,Metagente
0.1666666667,Metagente
0,Metagente
1,Metagente
0.05882352941,Metagente
0.4,Metagente
0.1666666667,Metagente
1,Metagente
0.6666666667,Metagente
0.125,Metagente
0.06060606061,Metagente
0.2727272727,Metagente
0.1333333333,Metagente
0.5185185185,Metagente
0.2222222222,Metagente
0.5833333333,Metagente
0.5714285714,Metagente
0.1052631579,Metagente
0.3703703704,Metagente
0,Metagente
0.06666666667,Metagente
0.1052631579,Metagente
0.5,Metagente
0.1818181818,Metagente
0,Metagente
0.2666666667,Metagente
1,Metagente
0.88,Metagente
0.7368421053,Metagente
0.875,Metagente
0.5714285714,Metagente
0.16,Metagente
0.09090909091,Metagente
0.4516129032,Metagente
0.5714285714,Metagente
0.8571428571,Metagente
0.1333333333,Metagente
0,Metagente
0.08695652174,Metagente
1,Metagente
0,Metagente
0.1875,Metagente
0,Metagente
0.7878787879,Metagente
0,Metagente
0.5714285714,Metagente
0.1935483871,Metagente
0.1333333333,Metagente
0,Metagente
0.1142857143,Metagente
1,Metagente
0.07692307692,Metagente
0.125,Metagente
0.07407407407,Metagente
0.1212121212,Metagente
0.8571428571,Metagente
0.6666666667,Metagente
0.1408450704,Metagente
0.06896551724,Metagente
0.07692307692,Metagente
0.5454545455,Metagente
0.5714285714,Metagente
0.6315789474,Metagente
0.4347826087,Metagente
0.1568627451,Metagente
0.03225806452,Metagente
0.06451612903,Metagente
0.1666666667,Metagente
1,Metagente
0.2,Metagente
1,Metagente
0.9166666667,Metagente
0.9333333333,Metagente
0.2222222222,Metagente
0,Metagente
0.8,Metagente
0.3636363636,Metagente
0.5,Metagente
0.7777777778,Metagente
0.04081632653,Metagente
0.08,Metagente
0.3636363636,Metagente
1,Metagente
0.04545454545,Metagente
0.9166666667,Metagente
1,Metagente
0,Metagente
0,Metagente
0.07407407407,Metagente
0.4,Metagente
0.7096774194,Metagente
0.09090909091,Metagente
0.09302325581,Metagente
0.8235294118,Metagente
0.8571428571,Metagente
0.1111111111,Metagente
0.3333333333,Metagente
0.6296296296,Metagente
0.1,Metagente
0.2105263158,Metagente
0.4,Metagente
0.3076923077,Metagente
0,Metagente
0.1935483871,Metagente
1,Metagente
0.2,Metagente
0.3157894737,Metagente
0.4,Metagente
1,Metagente
0.0625,Metagente
0.5,Metagente
0.75,Metagente
0.1176470588,Metagente
0.1142857143,Metagente
0,Metagente
0.06896551724,Metagente
0.09090909091,Metagente
0.2222222222,Metagente
1,Metagente
0.3333333333,Metagente
0.2352941176,Metagente
0.2857142857,Metagente
0.2666666667,Metagente
0.09523809524,Metagente
1,Metagente
0,Metagente
1,Metagente
0,Metagente
0.1052631579,Metagente
0,Metagente
1,Metagente
0.9473684211,Metagente
0.4324324324,Metagente
0.1739130435,Metagente
0.3157894737,Metagente
0.05128205128,Metagente
0.8852459016,Metagente
0.08333333333,Metagente
0.6875,Metagente
1,Metagente
0.375,Metagente
0.7058823529,Metagente
1,Metagente
0,Metagente
1,Metagente
0.375,Metagente
0,Metagente
0,Metagente
0.08695652174,Metagente
0.3529411765,Metagente
0.2666666667,Metagente
0.7058823529,Metagente
0.2,Metagente
0,Metagente
0,Metagente
0.88,Metagente
0.9655172414,Metagente
1,Metagente
0.4,Metagente
0.6875,Metagente
1,Metagente
0.125,Metagente
0.4,Metagente
0.2608695652,Metagente
0.625,Metagente
0,Metagente
0.2727272727,Metagente
0,Metagente
0,Metagente
0.1463414634,Metagente
0,Metagente
0.8333333333,Metagente
0,Metagente
1,Metagente
1,Metagente
0.2608695652,Metagente
1,Metagente
0.2325581395,Metagente
0.08,Metagente
0.96,Metagente
0.2857142857,Metagente
0.2,Metagente
0.7619047619,Metagente
0.9473684211,Metagente
0.3,Metagente
0.1764705882,Metagente
0.05882352941,Metagente
0.6666666667,Metagente
0,Metagente
0,Metagente
0.09523809524,Metagente
0.2727272727,Metagente
0,Metagente
0,Metagente
0,Metagente
0,Metagente
0.8333333333,Metagente
1,Metagente
1,Metagente
0.1111111111,Metagente
0,Metagente
0,Metagente
1,Metagente
0.8571428571,Metagente
0.08695652174,Metagente
0,Metagente
0.2307692308,Metagente
0,Metagente
0.375,Metagente
0.5333333333,Metagente
0,Metagente
0.6666666667,Metagente
0.4210526316,Metagente
0.3333333333,Metagente
0.1290322581,Metagente
0.1818181818,Metagente
0.7272727273,Metagente
0.2083333333,Metagente
0.7027027027,Metagente
0.0625,Metagente
0,Metagente
0,Metagente
0.25,Metagente
0.1666666667,Metagente
0.72,Metagente
0.4444444444,Metagente
0.15,Metagente
0.24,Metagente
1,Metagente
1,Metagente
0.16,Metagente
0.2222222222,Metagente
0.09375,Metagente
0.1428571429,Metagente
0,Metagente
1,Metagente
0.2105263158,Metagente
0.24,Metagente
0,Metagente
0.3125,Metagente
0.1818181818,Metagente
0.2857142857,Metagente
0.3333333333,Metagente
0.8666666667,Metagente
0,Metagente
0.4,Metagente
0.07692307692,Metagente
0.05128205128,Metagente
0.4545454545,Metagente
0,Metagente
0.25,Metagente
0.8,Metagente
0,Metagente
0.1395348837,Metagente
0.6153846154,Metagente
1,Metagente
1,Metagente
0.07692307692,Metagente
0,Metagente
0.1818181818,Metagente
0,Metagente
0,Metagente
0.8333333333,Metagente
0,Metagente
0.8888888889,Metagente
0.4615384615,Metagente
0.2553191489,Metagente
0.7692307692,Metagente
0.3913043478,Metagente
0.3,Metagente
0.2962962963,Metagente
0,Metagente
0,Metagente
0.6315789474,Metagente
0.625,Metagente
0,Metagente
0.1230769231,Metagente
0,Metagente
1,Metagente
1,Metagente
0.5714285714,Metagente
0.3333333333,Metagente
0.75,Metagente
0,Metagente
0.24,Metagente
0.25,Metagente
0,Metagente
0.4210526316,Metagente
0.125,Metagente
0.07142857143,Metagente
0,Metagente
0.2,Metagente
0.4444444444,Metagente
0.5,Metagente
0.6666666667,Metagente
0.5925925926,Metagente
0.9090909091,Metagente
1,Metagente
0,Metagente
1,Metagente
0.06060606061,Metagente
0.3448275862,Metagente
0.1538461538,Metagente
0.09756097561,Metagente
0.09523809524,Metagente
0.8333333333,Metagente
0.3636363636,Metagente
0.88,Metagente
0.09523809524,Metagente
0.6666666667,Metagente
1,Metagente
0,Metagente
0.75,Metagente
0.4324324324,Metagente
1,Metagente
0.2857142857,Metagente
0,Metagente
0,Metagente
0,Metagente
0.08695652174,Metagente
0.2222222222,Metagente
0.0625,Metagente
0.4666666667,Metagente
0.16,Metagente
0.9090909091,Metagente
0.8571428571,Metagente
0.75,Metagente
0.8,Metagente
0.25,Metagente
0,Metagente
0.1739130435,Metagente
0.3636363636,Metagente
0.3333333333,Metagente
0.1818181818,Metagente
0,Metagente
0.8148148148,Metagente
0.1818181818,Metagente
1,Metagente
0.5925925926,Metagente
0.8333333333,Metagente
0.2105263158,Metagente
0.05714285714,Metagente
0,Metagente
0.8,Metagente
0.1,Metagente
1,Metagente
0.1875,Metagente
0.3529411765,Metagente
0.1714285714,Metagente
0.5263157895,Metagente
0.1538461538,Metagente
1,Metagente
0.3,Metagente
0.1739130435,Metagente
0.7142857143,Metagente
0.1333333333,Metagente
0.4074074074,Metagente
0.64,Metagente
0.2941176471,Metagente
0,Metagente
0.9090909091,Metagente
0,Metagente
0.06060606061,Metagente
0,Metagente
0.4,Metagente
0.8205128205,Metagente
0,Metagente
1,Metagente
0,Metagente
0.4242424242,Metagente
0.2352941176,Metagente
0.2727272727,Metagente
0.170212766,Metagente
0.1379310345,Metagente
0.2,Metagente
0.2,Metagente
0.2222222222,Metagente
0.2222222222,Metagente
0.1666666667,Metagente
0.5142857143,Metagente
0,Metagente
0.8461538462,Metagente
0.1739130435,Metagente
0.4680851064,Metagente
0.3636363636,Metagente
0.1212121212,Metagente
0.09090909091,Metagente
0.06896551724,Metagente
0,Metagente
1,Metagente
0.1176470588,Metagente
0.2,Metagente
0.125,Metagente
0,Metagente
0.875,Metagente
0.16,Metagente
0.7586206897,Metagente
0.09090909091,Metagente
0.5833333333,Metagente
